# CADENCE free-form capture (CPX SPI-flash logger, on-device inference)
# samples=7216  rate_hz=64  duration_s=112.75
# phase = device-inferred state: 0=still  1=walk  2=freeze
# analyze: --labels still,walk,freeze --freeze-phases 2
idx,t_s,ax_mg,ay_mg,az_mg,phase
636,9.9375,-199,-972,109,2
637,9.9531,-210,-964,167,2
638,9.9687,-203,-949,66,2
639,9.9844,-199,-972,101,2
640,10.0000,-207,-972,82,2
641,10.0156,-187,-968,113,2
642,10.0312,-164,-968,113,2
643,10.0469,-187,-968,121,2
644,10.0625,-199,-957,109,2
645,10.0781,-218,-953,113,2
646,10.0937,-207,-957,156,2
647,10.1094,-207,-960,132,2
648,10.1250,-199,-957,136,2
649,10.1406,-218,-964,78,2
650,10.1562,-207,-960,117,2
651,10.1719,-203,-968,148,2
652,10.1875,-191,-968,113,2
653,10.2031,-199,-964,113,2
654,10.2187,-195,-980,109,2
655,10.2344,-203,-949,89,2
656,10.2500,-195,-960,93,2
657,10.2656,-191,-960,164,2
658,10.2812,-191,-964,121,2
659,10.2969,-183,-968,113,2
660,10.3125,-207,-968,117,2
661,10.3281,-203,-957,66,2
662,10.3437,-199,-972,113,2
663,10.3594,-203,-980,121,2
664,10.3750,-214,-957,121,2
665,10.3906,-195,-949,113,2
666,10.4062,-191,-964,125,2
667,10.4219,-207,-949,125,2
668,10.4375,-207,-964,85,2
669,10.4531,-199,-957,93,2
670,10.4687,-199,-976,140,2
671,10.4844,-199,-949,117,2
672,10.5000,-203,-964,164,2
673,10.5156,-214,-957,121,2
674,10.5312,-207,-960,164,2
675,10.5469,-199,-976,152,2
676,10.5625,-191,-953,148,2
677,10.5781,-199,-964,121,2
678,10.5937,-214,-960,125,2
679,10.6094,-203,-976,113,2
680,10.6250,-207,-960,105,2
681,10.6406,-218,-941,93,2
682,10.6562,-218,-949,58,2
683,10.6719,-207,-972,78,2
684,10.6875,-195,-972,136,2
685,10.7031,-203,-957,132,2
686,10.7187,-199,-960,132,2
687,10.7344,-195,-960,167,2
688,10.7500,-203,-945,148,2
689,10.7656,-195,-972,113,2
690,10.7812,-199,-968,156,2
691,10.7969,-203,-968,136,2
692,10.8125,-191,-968,148,2
693,10.8281,-199,-976,144,2
694,10.8437,-214,-953,50,2
695,10.8594,-207,-953,105,2
696,10.8750,-210,-953,152,2
697,10.8906,-210,-957,144,2
698,10.9062,-210,-972,187,2
699,10.9219,-195,-968,101,2
700,10.9375,-207,-968,113,2
701,10.9531,-203,-960,97,2
702,10.9687,-164,-964,136,2
703,10.9844,-210,-960,109,2
704,11.0000,-203,-972,121,2
705,11.0156,-218,-957,78,2
706,11.0312,-218,-960,105,2
707,11.0469,-199,-968,167,2
708,11.0625,-207,-949,105,2
709,11.0781,-179,-960,156,2
710,11.0937,-195,-957,101,2
711,11.1094,-195,-957,85,2
712,11.1250,-195,-964,121,2
713,11.1406,-214,-972,70,2
714,11.1562,-207,-972,136,2
715,11.1719,-203,-972,109,2
716,11.1875,-183,-957,85,2
717,11.2031,-207,-968,132,2
718,11.2187,-199,-957,117,2
719,11.2344,-195,-960,117,2
720,11.2500,-195,-949,78,2
721,11.2656,-207,-964,125,2
722,11.2812,-207,-972,113,2
723,11.2969,-171,-968,121,2
724,11.3125,-207,-953,89,2
725,11.3281,-199,-957,160,2
726,11.3437,-203,-960,109,2
727,11.3594,-222,-957,74,2
728,11.3750,-210,-953,89,2
729,11.3906,-207,-953,117,2
730,11.4062,-214,-960,93,2
731,11.4219,-203,-957,144,2
732,11.4375,-207,-972,148,2
733,11.4531,-187,-964,140,2
734,11.4687,-195,-960,101,2
735,11.4844,-195,-984,132,2
736,11.5000,-207,-968,97,2
737,11.5156,-203,-960,101,2
738,11.5312,-222,-953,105,2
739,11.5469,-195,-953,105,2
740,11.5625,-214,-957,125,2
741,11.5781,-199,-953,152,2
742,11.5937,-222,-941,125,2
743,11.6094,-203,-964,70,2
744,11.6250,-214,-960,128,2
745,11.6406,-195,-968,144,2
746,11.6562,-214,-960,144,2
747,11.6719,-210,-972,144,2
748,11.6875,-214,-941,109,2
749,11.7031,-218,-968,109,2
750,11.7187,-195,-968,101,2
751,11.7344,-199,-953,125,2
752,11.7500,-214,-953,113,2
753,11.7656,-203,-957,164,2
754,11.7812,-210,-964,136,2
755,11.7969,-191,-964,121,2
756,11.8125,-187,-957,167,2
757,11.8281,-218,-953,128,2
758,11.8437,-210,-953,97,2
759,11.8594,-210,-957,109,2
760,11.8750,-203,-964,113,2
